url_address,title,content,serial_number,push_time,status,ans_content,ans_part,ans_time
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113761&querycode=QC747224,收木材边角料贩卖需要办理林木采伐许可证吗,您好，我想收一些木材边角料，不用加工直接转卖，需要办理什么相关的许可证吗？我看现在木材加工经营许可证已经取消了，目前发放的采伐许可证和运输许可证我这个好像又不沾边，谢谢,ZX20190113761,2019-01-14 14:59:48,处理完毕,"您好：
     您的留言收到。对您咨询的相关事宜答复如下。
     此类许可已于2017年下放至市州，您可咨询当地林业部门进行办理。
感谢留言。",省林业厅,2019-01-14 16:32:07
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113754&querycode=QC027730,公司名称审核,一个星期之前进行了无纸全程电子登记，到后面在填写法人信息时提示地址不一致，今天登录进去再办理的时候，没有任何记录，重新冲公司名称开始登记，公司名称又预审不通过。到底是什么原因？,ZX20190113754,2019-01-14 11:51:42,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
请拨打甘肃省市场监督管理局信息技术咨询电话进行咨询。
技术咨询电话：0931-8533123
平时咨询人员较多，电话占线时间较长，请耐心拨打电话具体咨询。                
                                                                                                                                省市场监督管理局
                                                                                                                                  2019年1月14日",省工商局,2019-01-14 16:53:11
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113751&querycode=QC515384,忘记密码,工商密码忘了怎么办？,ZX20190113751,2019-01-14 11:40:01,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
请拨打甘肃省市场监督管理局信息技术咨询电话进行咨询。
技术咨询电话：0931-8533123
平时咨询人员较多，电话占线时间较长，请耐心拨打电话具体咨询。                
                                                                                                                       省市场监督管理局
                                                                                                                         2019年1月14日",省工商局,2019-01-14 16:52:39
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113706&querycode=QC904526,个体营业执照变更增加烟草销售,个体营业执照变更增加烟草销售,ZX20190113706,2019-01-11 14:56:38,处理完毕,"网友：
 您好！您在甘肃政务服务网“我要咨询”栏目留言，询问“个体营业执照变更增加烟草销售经营范围”方面的问题，现答复如下：“个体营业执照变更增加烟草销售经营范围”属于市场监督管理（工商）部门的业务范围，请您联系市场监督管理（工商）部门进行咨询，感谢您对民政工作的支持！",省民政厅,2019-01-14 09:43:39
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113705&querycode=QC349728,公司注销登记,如何网上申请办理？法人登录忘记密码如何办理？,ZX20190113705,2019-01-11 14:47:23,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
2018年1月1日起甘肃省工商注册登记业务统一在“甘肃政务服务网”进行申报。为此现有工商业务系统新注册用户功能关闭，新用户注册请在甘肃政务服务网 http://www.gszwfw.gov.cn 进行。在过渡期间工商业务系统登录入口保留使用。  
1、如果网友登录甘肃政务服务网 http://www.gszwfw.gov.cn 之前 ，在甘肃省工商管理局局网上业务办理系统 http://nj.gsaic.gov.cn 注册过，用户绑定信息就用注册过的用户名和密码进行绑定；
2、如果网友登录甘肃政务服务网 http://www.gszwfw.gov.cn 之前 ，在甘肃省工商管理局局网上业务办理系统 http://nj.gsaic.gov.cn没有注册过，用户绑定信息就用登录甘肃政务服务网时注册的用户名和密码进行绑定。
3、办理流程：
登录“甘肃政务服务网”，点击“法人用户”注册，输入企业注册号和密码登录后，选择注销登记事项选项，按照内容填写，提交网上注销预审，预审通过后，向原工商登记机关提交书式材料。
  公司注销登记提交材料规范
1.《公司注销登记申请书》。
2.《指定代表或者共同委托代理人授权委托书》及指定代表或者委托代理人的身份证件复印件。
3.人民法院的破产裁定、解散裁判文书，公司依照《公司法》作出解散的决议或者决定，行政机关责令关闭或者公司被撤销的文件。
4.股东会、股东大会、一人有限责任公司的股东或者人民法院、公司批准机关备案、确认清算报告的确认文件。
◆ 有限责任公司提交股东会确认决议，股份有限公司提交股东大会确认决议。有限责任公司由代表三分之二以上表决权的股东签署；股份有限公司由股东大会会议主持人及出席会议的董事签字确认。
◆ 国有独资公司提交国务院、地方人民政府或者其授权的本级人民政府国有资产监督管理机构的确认文件。
◆ 一人有限责任公司提交股东签署的确认文件。
◆ 股东会、股东大会、一人有限责任公司的股东或者人民法院、公司批准机关在清算报告上已签署备案、确认意见的，可不再提交此项材料。
◆ 公司破产程序终结后办理注销登记的，不提交此项材料。
5.经确认的清算报告。公司破产程序终结后办理注销登记的，不提交此项材料，提交人民法院关于破产程序终结的裁定书。
6.清算组成员《备案通知书》。公司破产程序终结后办理注销登记的，不提交此项材料。
7.税务机关出具的清税证明。如清算报告中已提供清税证明原件的，可以不另行提供。
8.依法刊登公告的报纸样张。
9.法律、行政法规规定应当提交的其他文件。
◆ 国有独资公司申请注销登记，还应当提交国有资产监督管理机构的决定。其中，国务院确定的重要的国有独资公司，还应当提交本级人民政府的批准文件。
◆ 设有分公司的公司申请注销登记，还应当提交分公司的注销登记证明。
10.公司营业执照正、副本。
注：
1.依照《公司法》、《公司登记管理条例》设立的公司申请注销登记适用本规范。
2.因合并、分立而办理公司注销登记的，无需提交第4、5、6项材料，提交合并协议或分立决议、决定。
3.申请简易注销登记的，无需提交第3、4、5、6、7、8、9项材料，需要提交《全体投资人承诺书》（强制清算终结的企业提交人民法院终结强制清算程序的裁定，破产程序终结的企业提交人民法院终结破产程序的裁定）。
                                                                                                                                  省市场监督管理局
                                                                                                                                    2019年1月14日",省工商局,2019-01-14 16:51:54
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113698&querycode=QC396091,修改不了,我在提交名称核准时选错了企业类型，提交后被退回，现在怎么改不过来。,ZX20190113698,2019-01-11 10:50:52,处理完毕," 网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
需自行作废后重新核准名称。
                                                                                                                                 省市场监督管理局
                                                                                                                                   2019年1月14日",省工商局,2019-01-14 16:50:59
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113695&querycode=QC871222,如何进行网上广告审批？,原来甘肃省工商行政管理局网站可以进行广告审批，现在不知如何办理？在什么网站？什么部门？需要多少时间？提供什么资料？,ZX20190113695,2019-01-10 23:01:20,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
请拨打广告处咨询电话：0931-8533305
                                                                                                                                  省市场监督管理局
                                                                                                                                    2019年1月14日",省工商局,2019-01-14 16:48:42
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113691&querycode=QC413723,名称核准,已登记的公司如何另外申请名称核准和设立登记,ZX20190113691,2019-01-10 17:26:52,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
甘肃省工商注册登记业务统一在“甘肃政务服务网”http://www.gszwfw.gov.cn 进行申报。
网上个人注册后，选择“专项服务”里的“工商登记”，名称核准自主申报；名称核准通过后向所在地的工商部门提交登记材料，申请设立登记。
业务咨询电话：0931-8533012
设立登记提交材料规范
1.《公司登记（备案）申请书》。
2.《指定代表或者共同委托代理人授权委托书》及指定代表或委托代理人的身份证件复印件。
3.全体股东签署的公司章程。
4.股东的主体资格证明或者自然人身份证件复印件。
◆ 股东为企业的，提交营业执照复印件。
◆ 股东为事业法人的，提交事业法人登记证书复印件。
◆ 股东为社团法人的，提交社团法人登记证复印件。
◆ 股东为民办非企业单位的，提交民办非企业单位证书复印件。
◆ 股东为自然人的，提交身份证件复印件。
◆ 其他股东提交有关法律法规规定的资格证明。
5.董事、监事和经理的任职文件（股东会决议由股东签署，董事会决议由公司董事签字）及身份证件复印件。
6.法定代表人任职文件（股东会决议由股东签署，董事会决议由公司董事签字）及身份证件复印件。
7.住所使用证明。
8.《企业名称预先核准通知书》。
9.法律、行政法规和国务院决定规定设立有限责任公司必须报经批准的，提交有关的批准文件或者许可证件复印件。
10.公司申请登记的经营范围中有法律、行政法规和国务院决定规定必须在登记前报经批准的项目，提交有关批准文件或者许可证件的复印件。
注：
1.依照《公司法》、《公司登记管理条例》设立的有限责任公司适用本规范。一人有限责任公司和国有独资公司参照本规范提供有关材料
                                                                                                                       省市场监督管理局
                                                                                                                        2019年1月14日",省工商局,2019-01-14 16:45:53
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113690&querycode=QC352691,增加经营范围,我公司想要增加经营范围，进出口食品及肉类的销售与代理业务，该在贵网如何审批。,ZX20190113690,2019-01-10 16:25:46,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
2018年1月1日起甘肃省工商注册登记业务统一在“甘肃政务服务网”进行申报。为此现有工商业务系统新注册用户功能关闭，新用户注册请在甘肃政务服务网 http://www.gszwfw.gov.cn 进行。在过渡期间工商业务系统登录入口保留使用。  
1、如果网友登录甘肃政务服务网 http://www.gszwfw.gov.cn 之前 ，在甘肃省工商管理局局网上业务办理系统 http://nj.gsaic.gov.cn 注册过，用户绑定信息就用注册过的用户名和密码进行绑定；
2、如果网友登录甘肃政务服务网 http://www.gszwfw.gov.cn 之前 ，在甘肃省工商管理局局网上业务办理系统 http://nj.gsaic.gov.cn没有注册过，用户绑定信息就用登录甘肃政务服务网时注册的用户名和密码进行绑定。
3、办理流程：
登录“甘肃政务服务网”，法人登录后，选择变更登记事项里具体变更选项，按照内容填写，提交网上变更预审，预审通过后，向原工商登记机关提交书式材料。
4、提交变更登记材料内容， 请登录“甘肃政务服务网”，选择“工商登记”栏目，点击“办事指南”，根据企业变更事项查看。
                                                                                                                              省市场监督管理局
                                                                                                                                2019年1月14日",省工商局,2019-01-14 16:45:22
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=ZX20190113689&querycode=QC595431,注册资本变更时投资人认缴金额无法编辑,网上申请注册资本变更时投资人认缴金额无法编辑,ZX20190113689,2019-01-10 15:52:46,处理完毕,"网友：
您好！您在甘肃政务服务网“我要咨询”栏目留言，反映的问题，现答复如下：
请拨打甘肃省市场监督管理局信息技术咨询电话进行咨询。
技术咨询电话：0931-8533123
平时咨询人员较多，电话占线时间较长，请耐心拨打电话具体咨询。                
                                                                                                                       省市场监督管理局
                                                                                                                         2019年1月14日",省工商局,2019-01-14 16:44:50
