url_address,title,content,serial_number,push_time,status,ans_content,ans_part,ans_time
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205072&querycode=QC376714,军转干部的意见,前段时间，我亲自去办理落户手续，在政务大厅办理审批表都很正常，工作人员服务态度良好，但是就是最后一步，办理落户手续时，事先说明，我所有资料手续齐全，办事小心翼翼，生怕刁难。当得知我是军转人员时，派出所落户工作人员态度服务差，爱搭不搭，期间给地方人员办理完全不一样，最后用了将近一个小时以上时间才办理结束。我就不明白，一是办理个落户为什么时间那么长？二是为什么对待军转干部服务就跟其他市民不一样？三是军转干部哪里出问题了？为什么到现在办理关系还有差别对待，难道作为军转人员我就非得低人一等，非得低三下四才能办成事？我很困惑，很希望能给我解惑，谢谢！,TS20181205072,2018-12-24 11:23:14,处理完毕,"网友：
     您好！11月24日，您在甘肃政务服务网“我要投诉”栏目留言，反映军转干部意见的问题，现答复如下：
     我厅已与相关部门联系，彻查此事。对相关工作人员进行了严肃的批评教育，给你带来的不便，我们深表歉意！
     感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。
                                                                                                                   省公安厅
                                                                                                            2019年1月4日",省公安厅,2019-01-02 10:44:09
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205071&querycode=QC280193,市工商局咨询电话接电话态度恶劣,您好，工商登记窗口咨询电话 兰州市工商局 0931-4818015 接电话的工作人员态度恶劣，语气傲慢，令人不悦，既然是咨询电话，是否有疑问时可以拨打，即使不属于自己业务管辖范围可否温和告知他人，如果有疑问不能拨打这个咨询电话，请把他的电话去掉，谢谢！,TS20181205071,2018-12-24 11:02:38,处理完毕,"尊敬的网民，
     您好！收到你的留言，兰州市工商局十分重视，现将有关情况答复如下：
    接到您的投诉后，市工商局工作人员立即与您取得联系，就相关情况对您进行了询问和了解，通过您反映的情况核实如下：您当日咨询的业务问题为合伙企业设立网上申报后为何退回，工作人员通过工商业务办理系统查询后，当即说明您的业务已报送七里河区工商局办理，因此项业务未提交至我局，具体退回原因无法显示，故无法向您准确告知退回原因，建议您咨询七里河区工商局。在您提出网上预留的七里河区工商局电话无法打通时，工作人员向您告知了七里河区工商局登记业务科室电话0931—2330192，事后我局工作人员也已将您反映的情况向七里河区工商局相关业务科室联系并协调解决此事。整个咨询过程工作人员并无“态度恶劣，语气傲慢”的情况。
     针对上述情况，市工商局政务大厅专门召开全体工作人员会议，向窗口人员再次提出强化窗口作风建设的要求，让大家开展了批评与自我批评，切实树立为人民服务的思想，进一步改进服务质量，提升服务水平，努力让广大人民群众和企业更加满意。感谢您本次留言，希望您继续支持工商工作。
                                                                            兰州市工商局
                                                                             2018年12月27日",市工商局,2018-12-28 09:44:20
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205066&querycode=QC280084,开发商十年不给办理房产证,尊敬的领导：我们是兰州市七里河区硷沟沿医药大厦的业主，现向您反映三个问题:一，房产证问题。该楼于2007年由国宝汇丰房地产开发公司建成，该楼盘座落于七里河区硷沟沿172-186号，预售许可证“兰房商预字”（2001）第018号，编号为兰国用（2007）第Q2150号土地使用权，至2010年我们陆续倾注一身积蓄购买入住，并办理了网签等手续，但时至今日，所有业主的房产证均未办理。近10年来我们多次与开发商沟通房产证办理事宜，开发商屡次借故推脱。我们也多次到兰州市房管局查询办理进展，房管局告知需开发商作为主体办理房产证和查询进度，我们连缺少哪些手续都不知道。我们不知道还要等几个十年，能有几个十年可等。二，供暖问题。供热单位为柏树巷（兰海）供热站，年年供暖不达标，2018年3月1日起放水停止供暖。据我们了解去年供热站借故热用户拖欠费用，向街道和七里河区政府报告无法供暖，区上拨款才让我们勉强过了春节，春节后到3月初即停暖。据了解，今年供热站又故伎重演，已经向街道报告只能供热到12月底。作为经营单位，岂能连续以民生问题绑架政府，请政府刮骨疗伤，彻底解决供暖问题。三，物业（银桥物业）私自加收物业费问题。我们小区原来物业费为1.1元。今年五月物业私自涨价至1.3元，无法提供物价部门批准文件，也未进行公示。据我们了解今年是全省全市作风建设年，可是我们处在前有政府部门不作为和慢作为，后有开发商、供热站和物业的强权的尴尬境地。属地政府有没有督促职责？行业监管部门是否有监督职责？不能把老百姓彻底推给一些无良企业吧？实际上我们不能称为“业主”，我们没有感受到作为业主的幸福感，请领导在百忙之中督促协调，医药大厦全体住户不胜感激！,TS20181205066,2018-12-23 19:08:10,处理完毕," 网友：
     您好！ 12月23日，您在甘肃政务服务网“我要投诉”栏目留言，反映开发商十年不办房产证的问题，现答复如下：
     区房管局第一时间对相关问题进行核查，第一点医药大厦住宅楼在硷沟沿178号，小区面积共1.2万㎡，其中住宅0.8万㎡，共 88户，建设年代为 2007年。属于是商品房，由市房管局统一监管，七里河区街道工作人员与网友进行了沟通，还需网友、开发商到兰州市房产局核实情况解决。第二点医药大厦由柏树巷集中供热站供热。供热负责人表示，由于历年来楼区收费特别困难，导致供热站供暖压力巨大，加上历年欠费情况严重，柏树巷多为老旧楼院，供暖管道老化、跑冒滴漏严重导致供暖质量降低，自今年供暖季开始以来，天然气价格上涨，截止12月中旬，供热站收费率只有30%，实在无力承担供暖亏损，只能勉强维持供暖。住户认为供热站供暖质量不达标从而拒绝缴纳取暖费用。区物管办要求供热站全力保证供暖为前提，西园街道社区配合供热单位采取公示、上门测温、解释宣传等工作动员住户缴纳取暖费用。街道物管办负责人对供热单位进行督促约谈，要求保证正常供暖，同时采用合理方法动员欠费住户们尽快缴清费用，以此保证供热工作正常有效运行。第三点关于涨价问题，经街道了解没有物价局批复文件，已责令物业公司暂停涨价通知。物管办已要求物业有维修需要全体业主分摊费用的情况，物业首先要采取公示或上门告知方式通知全体业主，经过业主同意后进行收费，不允许以涨物业费的方式向住户收取费用。
     感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。
                                                                                                        七里河区房管局
                                                                                                       2019年1月4日
                                                                  ",市三维数字中心,2019-01-02 17:17:34
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205059&querycode=QC291457,高级教师评审,"2018年高级教师评审条件第三十条第（9）款规定：在县以下学校工作20年以上，现在还在岗位任教，且受县委政府表彰一次就符合一个条件，我乡村工作33年，还在一线教学，1996年受县委政府表彰一次，然而在陇南市初审时说这一条不算,文件没要求表彰是任现职以来的。怎么回事",TS20181205059,2018-12-22 09:39:59,处理完毕,"网友：
      您好！您在甘肃政务服务网“我要投诉”栏目留言，反应“高级教师评审 ”的问题，现答复如下： 
      您好留言收悉，现答复如下：陇南市初审的表述是正确的。《甘肃省中小学教师系列高级职称评价条件标准（试行）》的通知第五章附则第三十二条规定，业绩条件标准无特殊说明，均为任现职以来取得，不重复计算。
      感谢您对我们工作的支持，欢迎继续对我们的工作提出宝贵建议和意见。
                                                                                                                                                      甘肃省人力资源和社会保障厅
                                                                                           2018年12月29日",省人社厅,2018-12-29 09:36:04
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205049&querycode=QC190023,名称预审不通过，预审意见为“同意”！电话出故障,我中国农业大学研究生毕业，现打算成立一个农民专业合作社，帮助社员搞养殖业，于2018年11月12日在工商网站填了名称预审资料，预审在12月18日出了结果，结果为不通过，但意见为“同意”。现举报相关办事人员及单位：1. 预审时间周期太长，效率太低；2. 相关电话基本无用。09318533012/09318533123没人接听、09344465933电话故障、09318558924说这个事不归她管，拒绝告诉她能给我提供什么帮助；3. 没有解决问题的窗口，相关办理人员除了故障的电话没有其他联系方式；4.对大学生创业不支持，与国家支持大学生创业就业政策相悖。5.预审意见为同意，却不给予通过，无具体原因，是工作失误？还是政府部门太高冷？高傲？漠视年轻创业者？,TS20181205049,2018-12-21 13:57:10,处理完毕,"  网友：
      您好！您在甘肃政务服务网“我要投诉”栏目留言，反映的问题，现答复如下：  
      我局及时与网友进行电话联系，得知网友拨打业务咨询电话无人接听。
      经过调查了解，由于前期我局政务大厅搬迁，电话线路临时调整，咨询电话没有安排专人值班，导致电话无人接听。现该问题已解决，对网友带来的不便表示歉意。
      感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。    
                                                                                                                            省市场监督管理局
                                                                                                                             2018年12月25日",省工商局,2018-12-25 10:16:40
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205048&querycode=QC544246,客服,网站上挂出来的客服电话0931-8533012，打了将近十次 都处于无人接听状态，请问电话是真正用来办事的还是糊弄人的？,TS20181205048,2018-12-21 13:33:43,处理完毕,"网友：
   您好！您在甘肃政务服务网“我要投诉”栏目留言，反映的问题，现答复如下：  
   我局及时与网友进行电话联系，得知网友拨打业务咨询电话无人接听。
   经过调查了解，由于前期我局政务大厅搬迁，电话线路临时调整，咨询电话没有安排专人值班，导致电话无人接听。现该问题已解决，对网友带来的不便表示歉意。
   感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。    
                                                                                                                             省市场监督管理局
                                                                                                                              2018年12月25日",省工商局,2018-12-25 10:13:20
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181205037&querycode=QC789281,申请了3次，都是作废。请问是什么原因？,申请了3次，都是作废。请问是什么原因？,TS20181205037,2018-12-20 17:35:03,处理中,,,
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181204934&querycode=QC274053,毕业证,去年已经考过自学考试，到目前毕业证还没有拿到手，和甘肃农大联系，说是因为农校没有交学费，所以扣了 。我们的学费交了。,TS20181204934,2018-12-12 16:35:40,处理完毕,"网友：
     您好！ 12月12 日，您在甘肃政务服务网“我要投诉”栏目留言，反映毕业证的问题，现答复如下：
     您反映的事情我厅已督促平凉职业技术学院尽快处理，目前正在积极办理中，您的毕业证也会尽快发放。
     感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。
                                                                                                              省教育厅
                                                                                                      2019年1月10日
      ",省教育厅,2019-01-08 17:24:59
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181204932&querycode=QC697116,小微企业用地,各位上级领导领导： 你们好，本人及家属多次向临洮县洮阳镇及住房建设局申请药店经营场所用地，时至今日，没有准确答复。 望贵单位领导核查妥善处理，不胜感激！,TS20181204932,2018-12-12 10:54:05,处理完毕,"网友：
     您好！12月20日，您在甘肃政务服务网“我要投诉”栏目留言，反映小微企业用地的问题，现答复如下：
     经调查，截至目前，我县国土局、住建局、洮阳镇均未收到任何关于您药店经营场所用地的书面申请，您留言的内容不实。另外，就您申请药店经营场所用地的事项，按照土地分类属于商服用地。根据《中华人民共和国土地管理法》第四十三条第一款“任何单位和个人进行建设，需要使用土地的，必须依法申请使用国有土地”；第二款“前款所称依法申请使用的国有土地包括国家所有的土地和国家征收的原属于农民集体所有的土地。”据此，建议你按照项目建设的相关规定，应先成立相关小微企业公司，然后向所在乡镇人民政府提出用地书面申请，明确用地面积及选址，再由所在乡镇向县政府提出用地申请，并抄送国土、住建部门。由国土、住建部门审查你所申请的用地范围是否符合《临洮县土地利用总体规划（2010-2020年）》和《临洮县城市总体规划（2012-2030年）》的规定。如果符合前述两个规划，由国土局、住建局拿出意见，报请县政府常务会议研究是否同意您公司使用该土地，在依法取得国有建设用地使用权后，进行药店项目建设；如果不符合相关规划，请您公司另选项目地址。
     感谢您对我们工作的关心和支持，欢迎继续提出宝贵意见和建议。
                                                                                                        定西市国土局
                                                                                                  2018年12月24日",政府办,2018-12-21 10:17:20
http://www.gszwfw.gov.cn/gszw/zxts/detail.do?webid=1&code=TS20181204924&querycode=QC427653,甘谷县劳动仲裁委员会办事时间太过长久,您好！本人于2018年4月18日向甘谷县劳动仲裁委员会提交本人关于和甘肃金昊电力工程有限公司的劳动仲裁申请，但时至今日问题依然没有得到解决，向甘肃金昊电力工程有限公司追讨的从2017年6月至2018年4月的薪酬工资依然追讨无果，期间曾非常多次和甘谷县劳动仲裁委员会联系，但均以各种理由推脱延缓。现特此向有关部门反映，盼望能够将问题得到解决。甘肃金昊电力工程有限公司法人联系方式：魏卫科13993102986,TS20181204924,2018-12-11 12:35:37,处理完毕,审核通过！,省政府政务服务中心,2018-12-29 16:45:48
